78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,6,7,8,9,6,7,8,9,8,9,6,7,8,9,6,7,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,16,17,18,19,16,17,18,19,18,19,16,17,18,19,16,17,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,26,27,28,29,26,27,28,29,28,29,26,27,28,29,26,27,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,6,7,8,9,6,16,17,18,19,9,6,7,8,9,6,7,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,16,17,18,19,16,17,18,19,18,19,16,17,18,19,16,17,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,26,27,28,29,26,27,28,29,28,29,26,27,28,29,26,27,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,6,7,8,9,6,7,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,16,17,18,19,16,17,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,26,27,28,29,26,27,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,6,7,8,9,6,7,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,16,17,18,19,16,17,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,26,27,28,29,26,27,8,9,6,7,8,9,6,7,6,7,8,9,78,78
78,78,78,78,78,78,78,78,78,78,78,78,6,7,8,9,6,7,18,19,16,17,18,19,16,17,16,17,18,19,78,78
78,78,78,78,78,78,78,78,78,78,78,78,16,17,18,19,16,17,28,29,26,27,28,29,26,27,26,27,28,29,78,78
78,78,78,78,78,78,78,78,78,78,78,78,26,27,28,29,26,27,8,9,6,7,8,9,6,6,7,8,9,9,78,78
78,78,78,78,78,78,78,78,78,78,78,78,6,7,8,9,6,7,18,19,16,17,18,19,16,16,17,18,19,19,78,78
78,78,78,78,78,78,78,78,78,78,78,78,16,17,18,19,16,17,28,29,26,27,28,29,26,26,27,28,29,29,78,78
78,78,78,78,78,78,78,78,78,78,78,78,26,27,28,29,26,27,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,16,17,18,16,17,18,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,26,27,28,29,26,27,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,6,7,8,6,7,8,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,16,17,18,16,17,18,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,28,29,28,26,16,17,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,6,7,8,9,6,7,8,9,6,7,8,9,6,7,8,9,6,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,26,27,28,29,26,27,28,29,26,27,28,29,26,27,28,29,26,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,6,7,8,9,6,7,8,9,6,7,8,9,6,7,8,9,6,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,26,27,28,29,26,27,28,29,26,27,28,29,26,27,28,29,26,78,78,78,78,78,78,78,78,78,78,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
